name,description,website
Park Avenue Gaming,"Park Avenue Gaming is a full-service lottery supplier. Our team has over 100 years of combined experience in designing, building, implementing and managing lottery systems around the globe. We can provide off-the-shelf games and solutions or work with you to build bespoke solutions to your specific lottery requirements. We specialize in instant games, and see our unique selling proposition as our ability to enhance and expand one of the most solid and traditional areas of the lottery industry. Using our innovative instant win strategies we can bring together physical and digital marketing platforms. Come and see what we can do for you ... we are Stronger Together.",parkavenuegaming.com
Aviz Networks,"Build AI-optimized, vendor-agnostic networks with unparalleled choice, control, and savings. Seamlessly integrates with switches, ASICs, GPUs, and servers",aviznetworks.com
PullRequest,"PullRequest is a platform for code review, built for teams of all sizes. Thousands of on-demand vetted, expert engineers and backed by AI.",pullrequest.com
Chargezoom,"Invoicing processes are outdated, manual, and paper-based. Get paid faster and easier with Chargezoom's Payment and AR Automation Platform",chargezoom.com
Audience Republic,"Marketing software for event organizers, built to work with all major ticketing platforms. Sell more tickets through email marketing, SMS, gamified campaigns and automation.",audiencerepublic.com
Grazzy,"Grazzy improves retention and recruiting for hotels, bars, restaurants and salons by powering cashless tipping and instant payouts. Safe, secure, and simple to get started.",grazzy.com
iSalvex.com,"iSalvex.com is the one point in the global marketplace for the insurance industry and business buyers to list and purchase recovered assets efficiently and conveniently, independent of local markets. As a result, both buyers and sellers get the best value possible from the goods listed on their exchange.",isalvex.com
remote.it ,Zero trust network connectivity as a service. Securely connecting everything by building private networks within the internet that only they can see.,remote.it
Roojoom,"Developer of journey orchestration platform designed to reinvent how brands engage with each individual customer. The company's platform uses customer experience and artificial intelligence to choose the best engagement channel, timing, and messaging for every single customer interaction, enabling brands to gain control over every customer's personal journey in order to advance business objectives such as service utilization, up-selling, self-service, and brand loyalty.",roojoom.com
SkillCat,"Join 300,000+ technicians training on SkillCat. SkillCat is the #1 certifications app for HVAC, Maintenance, Electrical and Plumbing, Appliance Repair, EPA 608 Certification, and more.",skillcatapp.com
Vangst,"Developer of an online recruitment platform designed to match job seekers with their desired roles in the cannabis industry. The company's platform connects all manner of cannabis and ancillary businesses across the legal market to job seekers with the specific set of desired skills, enabling clients to easily connect with job seekers, enthusiastic about the cannabis industry, for recruitment purposes.",vangst.com
Gatsby,"Convert Instagram followers into email and SMS subscribers in Klaviyo, Attentive & more. Unlock social loyalty with a full social listening UGC platform.",gatsby.ai
Circonus,Apica elevates telemetry data management and observability with AI-driven insights for intelligent performance optimization.,apica.io
Celigo,"Empower your workforce with Celigo's next-gen iPaaS. Our integration platform unifies your apps and data, so you can automate and optimize every business process.",celigo.com
Wimba,"Developer and provider of collaborative learning software solutions. The company offers software tools to the education industry for the purpose of conducting online classes and meetings, delivering webcasts, and facilitating training.",
WealthHub Solutions,WealthHub Solutions offers powerful family office management software to streamline operations & optimize wealth.,wealthhubsolutions.com
KAI Pharmaceuticals,This domain may be for sale!,kaipharma.com
Momentum,Learn how Momentum’s AI Donor Engagement Platform can help you focus on what matters most—building relationships with donors and amplifying impact.,givemomentum.com
Nirvana Insurance,Save up to 20% and improve fleet safety with Nirvana’s industry-leading Commercial Trucking Insurance and Active Safety Solutions.,nirvanatech.com
CertiK,CertiK is the leading security-focused ranking platform to analyze and monitor blockchain protocols and DeFi projects.,certik.com
IPextreme,"IP products and solutions, embedded processors, wired interfaces, bus fabrics, peripheral controllers, and cores for automotive, consumer and IoT/sensor applications",silvaco.com/design-ip
Doxel,Automated construction progress tracking brings actionable insights to executives and makes the job easier for the field.,doxel.ai
SpruceID,Spruce lets users control their identity and data across the all digital interactions. We provide turnkey infrastructure and foundational open-source software for managing the full lifecycle of digital verifiable credentials.,spruceid.com
SevOne,IBM SevOne Network Performance Management is monitoring and analytics software that provides real-time visibility and insights into complex networks.,ibm.com/products/sevone
"AppGuard, Inc., a Blue Planet-works company",AppGuard protects the operating system at the kernel level preventing breaches using patented dynamic isolation and inheritance technologies.,appguard.us
Pinata,"Developer of a property management platform designed to manage rent payments with ease. The company's platform offers reward points to the renters for paying the rent on time, giving tenants a way to save money, earn rewards, and be motivated to pay timely rent, enabling landlords to collect rent online, manage maintenance requests, track expenses, and retain their tenants.",pinata.ai
Massive,"Leverage Massive's 100% ethically-sourced residential proxy network to scale your data collection with market-leading performance and pricing.",joinmassive.com
California Linear Devices,"California Linear Devices is a privately-held company, headquartered in Carlsbad, California. All design, development, assembly and product testing are performed at Their Carlsbad location.


Their patented linear motor technology is a direct product of the expertise of the California Linear Devices design and technical team. They have developed superior in-house testing and data handling protocols to ensure that the best design solutions are found, and that each one of Their production motors is thoroughly tested prior to shipping.",cylex.us.com
"Beep, Inc.","Beep is an Autonomous Mobility as a Service provider servicing public transit operators, communities, campuses and airports.",ridebeep.com
Network Next,Your players deserve the best multiplayer experience. Network Next is a network accelerator that gives your players the best multiplayer experience possible. Talk with us to learn how you can use our technology in your multiplayer game.,networknext.com
Augment AI,"Master the buyer journey to accelerate your sales success - connect, engage, and close.",augment.co
Forage,"Forage is a mission-driven payments company that helps merchants accept EBT SNAP payments through a single, unified API.",joinforage.com
Investor Cash Management,"Operator of a cash management platform designed to simplify financial management. The company's platform offers banking and investing in a single, easy-to-use mobile banking product, enabling customers to manage their saving, spending, and investment in a single product.",investmentdebitcard.com
Horizon Oilfield Services,"Operator of wastewater disposal and gathering systems intended to offer oilfield waste disposal and water gathering services. The company's systems include fully automated and state-of-the-art wastewater disposals and gathering systems at strategic locations, enabling E&P and trucking companies to dispose of their waste material while focusing on their core oil and gas activities.",
OneChronos,OneChronos ATS: The Smart Market for Institutional Investors,onechronos.com
Pyramid Biosciences,"Operator of an oncology company intended to treat disorders that the tropomyosin receptor kinase family regulates. The company's therapeutics include precisely and selectively modulating the actions of fundamental cell surface receptors and controlling the key signaling pathways responsible for a patient's disease, condition, or symptoms, enabling physicians to regulate the symptoms and alter the progression of diseases.",
Portal Wave,"This website is for sale! portalwave.com is your first and best source for all of the information you’re looking for. From general topics to more of what you would expect to find here, portalwave.com has it all. We hope you find what you are searching for!",portalwave.com
AnywhereYouGo.com,"Provider of an online community designed to develop wireless applications. The company's online community provides industry and product news, developer tools and resources, online application testing, directories of developers and applications, training and tutorials and discussion groups covering wireless application development, enabling wireless infrastructure providers to connect with target influencers and decision makers around the world.",anywhereyougo.com
Nutek Orthopaedics,"Provider of orthopedic devices intended to provide a minimally invasive alternative to proximal humerus fractures. The company's prearticular fixation devices and bone augmentations preserve joint motion after the repair of musculoskeletal injuries as well as capture and hold intra, and extra-articular fracture fragments in place, enabling surgeons to allow passive or active motion at the joint without the risk of fracture displacement.",nutekortho.com
MangoBoost,"Cut costs, optimize data flow, and reduce your carbon footprint with MangoBoost’s customized hardware and software solutions for datacenters.",mangoboost.io
Tailscale,Securely connect to anything on the internet with Tailscale. Deploy a WireGuard®-based VPN to achieve point-to-point connectivity that enforces least privilege.,tailscale.com
PatchRx,Smart medication management designed for patients. Join PatchRx today!,patchrx.io
Kivera,Enforce preventive controls and secure every interaction with your cloud at build and run time -regardless of how you use it.,kivera.io
Omniva Policy Systems,"Omniva Technology: Harness the power of AI, Data Centers, Cloud Infrastructure, Large Language Models, High-Performance Computing, Machine Learning, and Energy Efficiency all in one place. Explore cutting-edge solutions today!",omniva.com
DISQO,"DISQO's advertising effectiveness measurement platform enables marketers to understand incremental brand and performance outcomes across all platforms and media.",disqo.com
yoloyolo,YoloYolo is a Web3 fashion and lifestyle platform.,
OverWatchID,The core of enterprise security is identity. Take a tour to see how our identity security platform delivers a foundation that securely fuels your business.,overwatchid.com
EndoVia Medical,"EndoVia Medical is a developer of physician-guided robotic systems for minimally invasive surgery. It develops the Laprotek system, a robotic instrument system for minimally invasive surgeries including general surgery, urology, gynecology, and bariatric surgery, and the ViaCath system, a user interface, and instrument control platform, that allows the surgeon to manipulate catheter instruments deep inside the patient.",
Vault,"Venn (Formerly Vault) provides local CAD & USD accounts, the lowest FX rates, corporate cards, and automated accounting so you can do all your business banking on one platform.",venn.ca
NimbleHeart,"Funded by founders and angels from US, India, Dubai, Singapore and Co-Creation Capital. NimbleHeart team has multidisciplinary skills including mechanical design, electrical design, mobile software development, signal processing algorithm design along with quality assurance and testing down to hands-on technical details.",nimbleheart.com
Palm NFT Studio,"Operator of a non-fungible token ecosystem intended for culture and creativity. The company's platform connects payment tokens with artists and rights holders looking to establish NFT marketplaces, enabling clients to seek new collaborators.",palmnftstudio.com
Principal Solar,"Principal Solar Inc. operates as a resource for the solar industry, providing content and information for corporate decision-making.",
Textel by Capacity,"Developer a texting platform designed to provide landline and toll-free texting services. The company's platform is an enterprise-grade API that uses any computer or mobile device to securely and reliably reach its customers, enabling businesses to boost workplace productivity by assisting real human conversations at scale across any device.",capacity.com/ai-sms-automation
Method Media Intelligence,Methodmi provides customized IT solutions and digital marketing to help small businesses enhance their online presence and drive sustainable growth.,methodmi.com
Stake,"Renters earn Cash Back for rent. Building operators outperform the market. That's the Stake win-win. Find out how we're building the financial tools for the next generation of rentals.",stakerent.com
Bright Pattern,"Effortless Omnichannel Communications Across Voice, IVR, Email, Chat, SMS, MMS, Messengers with Omnichannel Quality Management and a Powerful Mobile App",brightpattern.com
Baywest Technologies Inc,"Software, Data Center, Blockchain",baywestech.com
iContact,"Provider of web-based software for businesses and organizations to manage their online communications. The company's easy-to-use technology ensures smooth automation and email marketing system to both small and medium businesses worldwide, enabling high-volume senders, professional marketers, and businesses to easily email newsletters, RSS feeds, surveys and autoresponders.",icontact.com
"ReMo Energy, Inc","Developer of distributed scale green ammonia plants intended to make nitrogen fertilizers from renewable electricity, air and water. The company makes use of predictive modeling and a novel method for the development of vegetation to harness local renewable energy to produce green chemicals, providing the ammonia market clients with the capability to beat the challenges of food security and climate change combined with overutilizing distributed intermittent renewable vitality sources.",remo.energy
Clarasight,The platform today’s leading companies use to drive sustainability and financial breakthroughs.,clarasight.com
CargoSense,"Developer of a logistics management platform intended to oversight the process through detailed insight and logistics intelligence. The company's services remove outdated file storage methods and reduce liability with cloud-based shipment history and offer a sensor that can provide a detailed record of shipment's environmental condition from temperature logging to recording humidity, shock, light, tilt, and pressure events, enabling businesses to transfer goods at a cheaper rate and work efficiently with customers.",cargosense.com
Crowdbotics,"Transform legacy applications through an AI-powered, requirements-driven approach that reduces the risk of project failure.",crowdbotics.com
3DSP,"3DSP Corporation develops digital signal processing (DSP) architecture based system-on-chip solutions to the broadband communication, audio, and multimedia markets.",
Miro Health,"Developer of medical software designed to detect, diagnose, and maintain cognitive diseases and treat neurological disorders. The company's software consists of a suite of interactive tools that test people's response times, memory, and verbal skills and provide accurate health-related data to physicians to let them detect the symptoms of brain diseases at early stages, enabling healthcare professionals to monitor brain health, diagnose and cure mental disorders.",mirohealth.app
CorneaGen,"Developer of medical devices designed to eliminate corneal blindness worldwide. The company's devices help to transform how corneal surgeons treat and care for the cornea based on biologics, therapeutics, and interventions, enabling eye surgeons to fight in order to restore sight for those living in darkness.",corneagen.com
bttn,"bttn is a wholesale medical distributor providing premium name-brand medical supplies, lab equipment, and pharmaceuticals bringing vitality to your practice.",bttnusa.com
Spartan Radar,Spartan Radar specializes in automotive safety solutions tailored for heavy vehicles.Explore our solutions designed to enhance safety and prevent accidents on the road.,spartanradar.com
FCTRY LAb,"FCTRY LAb is a Sneaker Laboratory, revolutionizing footwear with cutting-edge design. As a Boots Laboratory, we craft innovation for every step. Explore fctrylab.com!",fctrylab.com
"5Metis, Inc.","Operator of an agricultural company intended to deliver novel modes of action not currently found in the agrichemical industry. The company combines boron-based small molecule discovery and synthetic biology to discover new modes of action, enabling farmers to avail of the service to boost crop protection and crop health.",5metis.com
Getlabs,"Getlabs is the leading platform for at-home diagnostics. Partner with us to send mobile phlebotomists to patients' homes — at the push of a button.",getlabs.com/partners
Sagetap,"Anonymously match and meet with the industry's most credible technology vendors based on your pain points with Sagetap. No spam or unwanted follow-ups.",sagetap.io
Compound Eye,"Our imaging solutions empower autonomous machines with human-like perception, serving defense, heavy equipment, and automotive industries. Compound Eye's AI-enhanced computer vision offers precise depth measurements, scene understanding, and position tracking.",compoundeye.com
Diamond Orthopedic,"Faceted Bone Screw Innovator Diamond Orthopedic's proprietary bone screw technology.",diamondortho.com
DeepLife,"Developer of a deep learning-powered platform designed to accelerate cell engineering and target identification in biotech and pharmaceutical research. The company offers a software as a services platform that integrates multi-omics sequencing data, cell atlases, and proprietary deep learning tools, enabling researchers to simulate cell behavior in silico, identify molecular triggers, and optimize cell engineering processes efficiently.",
Data4Sales,"Logra que los clientes  de tu eCommerce siempre vuelvan a elegir con la plataforma de Customer Data que utiliza IA. Conoce en profundidad a tus clientes, anticípate a sus necesidades y personaliza las estrategias.",data4sales.com
FusionPro,"FusionPro is a technology company that customizes marketing and communication documents for print and digital delivery.



FusionPro provides a data publishing solution to generate mailing materials, documents, and labels for small and large enterprises.



FusionPro  was founded in 1992 and was headquartered in San Diego, California.",fusionpro.com
SecureSky,"SecureSky offers cybersecurity solutions, including MDR services, to safeguard cloud assets with top-tier security posture management.",securesky.com
Outbound AI,Outbound AI is Conversation AI built for healthcare. Our AI-powered Virtual Agents serve as workforce multipliers that drive productivity while improving the daily job experience for human talent.,outbound.ai
HelloPackage,HelloPackage is a technology enabled onsite package management solution tailored for multifamily and student housing communities.,hellopackage.com
Tellius,"Tellius, the AI analytics platform, enables you to simplify complex analysis and get instant ad hoc answers from all your data.",tellius.com
Debt DAO,Debt DAO,debtdao.finance
Operant AI,"Discover, Detect, and Defend all your Cloud and AI workloads in real-time. Operant AI shields every layer of modern applications, from Infra to APIs. Within minutes of a single-step deployment, Operant provides full-stack security visibility and runtime controls for every layer, blocking a wide range of common and critical attacks, including data exfiltration, data poisoning, zero-day vulns, lateral movement, crypto mining, prompt injection, and more. All with zero instrumentation, zero drift, and zero friction between Dev, Sec, and Ops.",operant.ai
Peanut Robotics,The Workforce of the Future,peanutrobotics.com
Jnana Therapeutics,Unlocking the full potential of chemoproteomics to accelerate the discovery of new small molecules that can change the course of disease.,jnanatx.com
ImmunGene,"Developer of therapeutic drugs designed to treat cancer, autoimmune creating disorders, and other diseases. The company's therapeutic drugs are the next generation of monoclonal antibody-based therapeutics, thereby enabling healthcare institutions to avail drugs that primarily focus on safe and effective treatments for cancer and serious diseases.",
ProfoundBio,"Developer of novel targeted therapeutics intended to treat patients with cancer. The company develops advancing novel classes of therapeutics that are designed to leverage the immune system to eradicate cancer, enabling patients to get better treatment with curative potential.",genmab.com
Teckro,Teckro transforms market-leading site engagement into improved study outcomes; delivering sponsor ROI through reduced time to LPI and optimized costs.​,teckro.com
Fastdata,"Developer of a stream processing software designed to leverage real-time processing of big data in motion. The company's software processes complex algorithms against terabytes of live streaming data and accelerates stream processing more than any CPU-based software, enabling users to reduce total real-time data processing costs and power and space requirements in the data center whether running in the public cloud or on private servers.",fastdata.io
Vouched,"Discover Vouched's industry-leading digital identity verification solutions. Streamline your customer experience, integrate seamlessly, and unlock access to critical services. Get started for free.",vouched.id
Northern.tech,"Automate your infrastructure, security & compliance.",cfengine.com
Juventas Therapeutics,"Developer of regenerative therapies intended to treat cardiovascular diseases and ischemic disorders. The company's therapies include non-viral gene therapy which can activate natural processes to repair the body, enabling patients to begin treatment promptly and resulting in a likelihood of successful treatment.",
"Aiden Technologies, Inc.","Reduce risk, enhance compliance, and simplify IT with modern, intelligent software packaging and deployment using Artificial Intelligence.",meetaiden.com
ModernLoop,"Streamline your hiring process with automated interview scheduling. Sync calendars, compare workloads & more to enhance your recruitment efficiency!",modernloop.com
Quantum Biosystems,本当に効果があるのはどこ？AGA治療のプロがガチ検証！【徹底比較ブログ】,aga-labo.org
ThayerMahan,"ThayerMahan provides innovative maritime surveillance systems and expertise, connected by a global data platform, to help to protect our nation and its vital interests.",thayermahan.com
Neovision Hypersystems,Neovision Hypersystems is a New York City-based visualization company.,neovision.com
Orby AI,Orby provides an AI agent platform to automate complex enterprise processes and enable efficiency at scale.,orby.ai
OwnEnergy,Developer of wind energy turbines projects. The company develops mid-sized wind energy projects by partnering with energy entrepreneurs to develop wind energy projects.,
GETTRX,Whether your business accepts payments online or in-person GETTRX has the right payment processing solution for you. Get in Touch Today!,gettrx.com
Interfolio from Elsevier,A Faculty Management Software and System designed to free up time for scholars and institutions and enable visibility for university leadership.,interfolio.com
DriverReach,DriverReach joined Tenstreet to expand support for carriers and drivers. Explore Tenstreet’s full suite of CDL recruiting and compliance solutions.,driverreach.com
Fantasma Networks,"Fantasma Networks is a Palo Alto, California-based company.",buydomains.com/lander/fantasma.net
Alloplex Biotherapeutics Inc,"Alloplex has developed a highly-differentiated, non-engineered, tumor-agnostic cellular therapy platform with broad anti-tumor activity.",alloplexbio.com
Phyllom Bio Products,"Developer of non-chemical bio-products intended for crop protection and animal health. The company's products protect forestry, tree and shrub care, lawn and garden care, specialty agriculture, and animal health against destructive insect pests, enabling farmers to control rates of insecticide usage without harming the rest of the environment.",phyllom.com
SenseHawk,"Custom-built for managing large scale construction and operations projects, the SenseHawk Digitization Platform (SDP) offers integrated features to manage and monitor the project lifecycle.",sensehawk.com
QualSights,"World's Leading Consumer Insights Platform. Our first-of-its-kind consumer insights tools capture precise usage and deliver the deepest, most authentic insights.",qualsights.com
Boardroom Alpha,Comprehensive corporate governance data & analytics including performance ratings for every CEO and Director. Industry-leading SPAC database and analytics.,boardroomalpha.com
Bridge to Renewables ,Bridge to Renewables is on a mission to maximize the environmental benefit of every electric vehicle by building a bridge between the transportation and energy industries.,btr.energy
Allvision IO,"At Allvision, we specialize in providing hd, time based asset inventories for infrastructure, mobility, and transportation. We find what others can't!",allvision.io
Standby,Standby Deposits is a rental security deposit replacement based on credit.,standby.io
Evasc Neurovascular,"Endovascular repair of cerebral aneurysms, with a much higher standard of care and rate of successful treatment outcomes than previously possible.",evasc.com
nTAG Interactive,Company,alliancetech.com
Syantra Inc.,"Revolutionizing cancer detection with Syantra’s Onco-ID™ platform. By analyzing shifts in the body’s systems, we detect cancer earlier and empower more effective treatments—transforming the fight against cancer through innovation.",syantra.com
Pointcloud Inc,"Developer of an imaging technology designed to develop high-performance 4D imaging. The company's platform uses big data analytics and machine learning on 3D point clouds, enabling users to see the world clearly through augmented reality, robotics, and autonomous mobility.",point.cloud
FireTail.io,Protect your AI innovation from the rapidly evolving risks of tomorrow. Our purpose-built AI security platform ensures that every connection in your AI ecosystem is secure.,firetail.ai
Epocal,"Portable, wireless blood gas analyzer with 11 critical tests for patient-side testing",siemens-healthineers.com/blood-gas/blood-gas-systems/epoc-blood-analysis-system
SS8 Networks,"SS8, the trusted choice for lawful intelligence around the world, provides solutions to help agencies quickly identify, track and investigate suspects and devices of interest.",ss8.com
Holdings,"Discover Holdings' high-yield business banking solutions. Enjoy no fees, no minimums, and earn up to 3% APY with full liquidity and $3M FDIC insurance.",getholdings.com
The Miilk,"Developer of an information platform designed to deliver innovative ideas and valuable information to Koreans all across the world. The company's platform helps to educate the public with accurate and comprehensive technology as well as distributes content to domestic and overseas customers who want to grasp the news and information of Silicon Valley-based tech companies, enabling subscribers to gain financial literacy remotely.",themiilk.com
eVoice,"Get a virtual phone number and respond to customers wherever you are. Our virtual phone service includes a free number, call routing & auto attendant.",evoice.com
ObserveIT,"ObserveIT is Now Proofpoint Insider Threat Management Proofpoint and ObserveIT, a leader in insider threat management, have joined forces to protect your…",proofpoint.com/us/observeit-is-now-proofpoint
INNO-3B,"Developer of a vertical farming robotic platform intended to assist users in learning to manage their growing process at every step. The company's platform provides fully automated, scalable, remotely monitored, and controlled growing systems to anyone, from researchers, biotech, and small-scale growers to regional and multinational producers, enabling farmers to grow organic produce, berries, and herbs locally in an environmentally friendly and cost-effective way.",inno-3b.com
Dyad Medical,"Developer of an AI-based platform intended to provide automated cardiac and cardiovascular image analysis and interpretation. The company's cloud-based platform uses machine learning, image analysis, and advanced big data analytics to investigate medical images while providing the venue for collaboration, teaching, and securely storing of data, enabling doctors and healthcare systems to improve decisions by optimizing observations and conclusions.",dyadmed.com
gIcare Pharma,gIcare Pharma is a company founded in 2011.,
BioLoomics,"Developer of biosensor technology intended to accelerate drug discovery through the power of synthetic biology and live-cell imaging. The company's technology uses high-throughput multiplexed profiling of biochemical events in mammalian cells to screen chemical libraries, complex mixtures of chemicals, and bioactive nanoparticles for unique cellular responses that effectively trick cells to secrete their own hormones sustainably, enabling clients to improve the success and lower the cost of drug development.",bioloomics.com
"Fischer Block, Inc.","Developer of power waveform analytics technology designed to uplift the operations of power utility and industrial customers. The company's technology leverages a unique, patented IoT edge device that mechanically connects to existing power relays in minutes without disturbing plant operations and drives waveform data collection and digitization, enabling users to drive innovative new business processes and address a growing number of power quality and reliability challenges.",fischerblock.com
SignalRank,Systematic investor in private markets,signalrank.co
Quativa,"Quativa revolutionizes solar installations with an all-in-one sales platform designed for efficiency and growth. Elevate your business with our intuitive tools, CRM integration, and expert support, ensuring a seamless transition from sales to installation. Discover how Quativa can transform your solar sales ecosystem. Schedule a demo today!",quativa.com
Stream Biomedical,Explore the significance of the blood brain barrier (BBB) in brain injury recovery and the role of perlecan in neurovascular unit health.,streambiomedical.com
GUARD MEDICAL,"Guard Medical is the company behind NPseal, a NPWT dressing that does not require batteries or tubes.",guard-medical.com
Asteres,Asteres is a leading creator of automated pharmacy pickup kiosk and locker solutions. Optimize your pharmacy with our technology today.,asteres.com
Talkmap,"Talkmap’s breakthrough technology uses AI-powered machine learning – with conversational understanding, to automate the manual, slow, and costly effort to access companies’ most valuable assets – customer conversations.",talkmap.com
BarRaiser,"Developer of a standardized interview process tool designed to evaluate the skills of candidates through video interviews with domain experts. The company's tool allows expert partners to interview potential hires by leveraging its proprietary platform and sharing a fair, unbiased assessment of the candidate's skills, aptitude, and knowledge, enabling organizations to hire the right candidate for the job with a trusted, data-driven evaluation.",barraiser.com
Carta Healthcare,"Our industry-leading, AI-driven technology converts both structured and unstructured healthcare data into a high-quality, reliable, standardized dataset that can be used across your organization.",carta.healthcare
Dedrone,Learn how the world’s most influential organizations use Dedrone drone defense solutions to protect their airspace from unauthorized UAVs.,dedrone.com
Routefusion,"B2B cross-border payments with Routefusion: virtual bank accounts, dedicated accounts, SWIFT, local & real-time payments, fast implementation, real-time support.",routefusion.com
Ahura Scientific,"Our portable XRF, NIR, Raman & FTIR analyzers provide rapid results for chemical identification & material verification. Explore handheld analyzers.",thermofisher.com/us/en/home/industrial/spectroscopy-elemental-isotope-analysis/portable-analysis-material-id.html
Livescale,"Boost your sales, master customer engagement, and skyrocket conversion with Livescale, the social commerce platform. Join the dynamic revolution.",livescale.tv
NuConomy,"Developer of web analytics and optimization platform intended to better assess and understand the website and social marketing performance. The company's platform allows understanding individual user's behaviors and engagement across content, brands and site features, enabling publishers and advertisers to automatically optimize their websites to achieve business goals.",
Asempra Technologies,"Provider of instant recovery software for Windows applications and data. The company offers Business Continuity Server, a recovery platform that enables mid-market IT managers to restore Exchange, SQL, and Windows file servers; and Virtual On-Demand Recovery, a virtualized recovery and data protection platform. It also provides disaster recovery, data deduplication, data replication, data protection and recovery services.",hugedomains.com/domain_profile.cfm
Uphold,"Buy & sell crypto, stablecoins, and precious metals on the world's leading digital assets trading platform. Sign up today and trade anything to anything at Uphold.",uphold.com/en-us
Traxen,"Traxen's iQ-Cruise automates the longitudinal speed on the vehicle. Fuel efficiency is derived from improved acceleration and speed control under various traffic and environmental conditions. Learn more about iQ-Cruise",traxen.ai
Chickapea,Buy your Chickapea Pasta and have it shipped to your door! Free shipping to most locations in the United States.,chickapea.com
Finaloop,"Real-time ecommerce accounting software and bookkeeping services for DTC, multichannel & wholesale sellers on Shopify, Amazon, Walmart, Etsy and more.",finaloop.com
SKY MobileMedia,SKY MobileMedia is a semiconductor company.,hugedomains.com/domain_profile.cfm
Rifiniti,"Provider of real-time business intelligence platform intended to provide powerful insight to work space utilization. The company's real-time business intelligence platform offers a software-as-a-service dashboard that tracks key performance indicators, including actual space utilization, total cost of occupancy and employee work styles for granular monitoring and predictive analytics, enabling companies optimize their office space and workflow.",fmsystems.com/acq/rifiniti-is-now-part-of-fmsystems
ViewPoint Therapeutics,"Developer of crystallin stabilizers designed to prevent and treat cataracts and presbyopia. The company's crystallin stabilizers include a small molecule that is active in preclinical models of age-related cataracts via a target-based screening and optimization effort, enabling physicians to have drugs that prevent or reverse protein misfolding, which is implicated in numerous common disorders of aging including cataracts, presbyopia, and neurodegenerative diseases.",pafikabdharmasrayasumbar.org
Syndeo Corporation,"Syndeo Corporation is a Campbell, California-based voip company.",
CRS,"CRS is the single platform for credit, fraud, and compliance, with a unified credit data API to power data-driven financial decisions.",crscreditapi.com
Telgorithm,The only messaging API provider to guarantee message deliverability. Upgrade your A2P messaging experience and ignite your ROI with Telgorithm.,telgorithm.com
Luxury Presence,"Developer of a real estate marketing platform designed to help professionals thrive in the digital age. The company's platform offers optimization software, lead generation tools, and security software, as well as an intuitive admin panel to manage listings, leads, and content and combines cutting-edge brand strategies, enabling real estate businesses to build their brands, generate quality leads, and grow.",luxurypresence.com
Hu-manity.co,"Developer of a human rights and corollary sovereign software designed to decentralize human rights. The company's platform offers AI-powered software that digitizes data consumption policies, integrates identity systems, and ensures GDPR/CCPA compliance, enabling organizations to build global transparency, trust, and authenticity with customers.",hu-manity.co
"Atterx BioTherapeutics, Inc.",Atterx is developing novel products that prevent and treat antibiotic-­resistant bacterial infections. Antibiotics and have saved millions of lives since they were introduced decades ago. Bacteria that were once easy to treat with antibiotics are now changing and becoming resistant to them.,atterx.com
Escalier Biosciences,"Developer of small molecule therapeutics designed to advance the treatment of autoimmune diseases. The company's therapeutics have increased penetration in the dermal tissues that limit systemic drug activity, allowing maximal target engagement at the site of inflammation and mitigating the risks of the off-target activity and immune suppression effects, enabling patients to get both topical and oral inverse agonists.",
Ringleader Digital,Mophap is a New York-based company founded in 2005.,ringleaderdigital.com
Civitas Therapeutics,Civitas Therapeutics Inc is a biopharmaceutical company focused on developing and commercializing transformative therapeutics using its proprietary ARCUS technology.,
Atomic Kitchens,"We are AtomicKitchens, the largest digital restaurant franchise in Latin America!",atomickitchens.tech
MavenSocial,"RYPL.IO™ is a middleware business solution that leverages traffic from paid, owned and earned, amplifying that traffic through organic influence referrals to acquire likeminded people from within the social communities of the one sharing/ referring. We call it 'The RYPL Effect'.",mavensocial.com
Lutonix,Company,bd.com/en-us/search
Green Theme Technologies,"Developer of a dry finishing technology designed to offer fabrics that eliminate water usage and pollution. The company's platform includes a process that uses no water to offer a waterproofing treatment applied to the fiber, not the fabric creating a permanent molecular bond that won't wear or wash out, enabling textile businesses to use comfortable water-repellant fabrics for rain jackets, outerwear, and sportswear.",greenthemetech.com
AnTolRx,"Developer of novel nanoformulation-based therapies designed to treat autoimmune diseases. The company's drug development approach selectively targets pathogenic immune cells providing a different tolerogenic signal to induce an anti-inflammatory phenotype and convenient treat diseases and focus on the fields of type 1 diabetes, rheumatoid arthritis, inflammatory bowel disease, and multiple sclerosis, enabling healthcare professionals to provide efficacy and safety treatment for patients without suppressing the immune system and inducing side effects.",antolrx.com
AnswerIQ,"Developer of an artificial intelligence-powered customer support ticket management platform designed to apply AI at scale to customer support. The company's platform resolves customer support tickets to increase efficiency and accuracy while reducing costs and uses sophisticated algorithms to read and understand all the interactions from past tickets between the customer support agent and the customer, enabling businesses to classify and automatically respond to simple known issues.",answeriq.com
CLEERIO Inc.,"Provider of geo-asset management software designed to simplify usability and easy access to data. The company's software offers easy sharing, editing and transmission of information by combining visual power of maps with the efficiency of advanced data management, analytical and visualization tools, enabling customers to efficiently improve their asset management process and make decisions faster.",
ZettaCom,"ZettaCom, Inc. manufactures and supplies chipset solutions to core multi-service switch and router original equipment manufacturers (OEMs).",
Pattern Health,"Pattern Health’s clinical trial platform includes everything you need to run clinical trials, including support for hybrid and DCT trials...",pattern.health
